Home ID,Error,Original Address,Normalized Address,Normalized Street Number,Normalized Street Name,Normalized City,Flag Number Changed
6714,,"37  39 WOODFORD ST, DORCHESTER, MA 02125","37  39 Woodford Street, Boston, MA 02125",39,Woodford Street,Boston,true
6715,,"72 W COTTAGE ST, DORCHESTER, MA 02125","72 West Cottage Street, Boston, MA 02125",72,West Cottage Street,Boston,
6716,,"5 GAYLAND ST, DORCHESTER, MA 02125","5 Gayland Street, Boston, MA 02125",5,Gayland Street,Boston,
6717,,"8 GAYLAND ST, DORCHESTER, MA 02125","8 Gayland Street, Boston, MA 02125",8,Gayland Street,Boston,
6718,,"10 GAYLAND ST, DORCHESTER, MA 02125","10 Gayland Street, Boston, MA 02125",10,Gayland Street,Boston,
6719,,"16 GAYLAND ST, DORCHESTER, MA 02125","16 Gayland Street, Boston, MA 02125",16,Gayland Street,Boston,
6720,,"20 JUDSON ST, DORCHESTER, MA 02125","20 Judson Street, Boston, MA 02125",20,Judson Street,Boston,
6721,,"28 JUDSON ST, DORCHESTER, MA 02125","28 Judson Street, Boston, MA 02125",28,Judson Street,Boston,
6722,,"44 JULIAN ST, DORCHESTER, MA 02125","44 Julian Street, Boston, MA 02125",44,Julian Street,Boston,
6723,,"2 COTTAGE CT, DORCHESTER, MA 02125","2 Cottage Court, Boston, MA 02125",2,Cottage Court,Boston,
6724,,"28 JULIAN ST, DORCHESTER, MA 02125","28 Julian Street, Boston, MA 02125",28,Julian Street,Boston,
6725,,"24 24A JULIAN ST, DORCHESTER, MA 02125","24 24A Julian Street, Boston, MA 02125",24-24A,Julian Street,Boston,true
6726,,"15 JULIAN ST, DORCHESTER, MA 02125","15 Julian Street, Boston, MA 02125",15,Julian Street,Boston,
6727,,"9 JULIAN ST, DORCHESTER, MA 02125","9 Julian Street, Boston, MA 02125",9,Julian Street,Boston,
6728,Error: Could not geocode home,"5 JULIAN ST, DORCHESTER, MA 02125",,,,,
6729,,"11 JULIAN ST, DORCHESTER, MA 02125","11 Julian Street, Boston, MA 02125",11,Julian Street,Boston,
6730,,"20  22 JULIAN ST, DORCHESTER, MA 02125","20  22 Julian Street, Boston, MA 02125",22,Julian Street,Boston,true
6731,,"10 DALIN PL, DORCHESTER, MA 02125","10 Dalin Place, Boston, MA 02125",10,Dalin Place,Boston,
6732,,"14 DALIN PL, DORCHESTER, MA 02125","14 Dalin Place, Boston, MA 02125",14,Dalin Place,Boston,
6733,,"9 DALIN PL, DORCHESTER, MA 02125","9 Dalin Place, Boston, MA 02125",9,Dalin Place,Boston,
6734,,"8 DALIN PL, DORCHESTER, MA 02125","8 Dalin Place, Boston, MA 02125",8,Dalin Place,Boston,
6735,,"17 JULIAN ST, DORCHESTER, MA 02125","17 Julian Street, Boston, MA 02125",17,Julian Street,Boston,
6736,,"38 RAND ST, DORCHESTER, MA 02125","38 Rand Street, Boston, MA 02125",38,Rand Street,Boston,
6737,,"40 RAND ST, DORCHESTER, MA 02125","40 Rand Street, Boston, MA 02125",40,Rand Street,Boston,
6738,,"124 DACIA ST, DORCHESTER, MA 02125","124 Dacia Street, Boston, MA 02125",124,Dacia Street,Boston,
6739,,"126 DACIA ST, DORCHESTER, MA 02125","126 Dacia Street, Boston, MA 02125",126,Dacia Street,Boston,
6740,,"15 BROOKFORD ST, DORCHESTER, MA 02125","15 Brookford Street, Boston, MA 02125",15,Brookford Street,Boston,
6741,,"11 BROOKFORD ST, DORCHESTER, MA 02125","11 Brookford Street, Boston, MA 02125",11,Brookford Street,Boston,
6742,,"5 BROOKFORD ST, DORCHESTER, MA 02125","5 Brookford Street, Boston, MA 02125",5,Brookford Street,Boston,
6743,,"204 BLUE HILL AV, DORCHESTER, MA 02125","204 Blue Hill Avenue, Boston, MA 02125",204,Blue Hill Avenue,Boston,
6744,,"6  8 INGLESIDE ST, DORCHESTER, MA 02125","6  8 Ingleside Street, Boston, MA 02125",8,Ingleside Street,Boston,true
6745,,"14 INGLESIDE ST, DORCHESTER, MA 02125","14 Ingleside Street, Boston, MA 02125",14,Ingleside Street,Boston,
6746,,"20 INGLESIDE ST, DORCHESTER, MA 02125","20 Ingleside Street, Boston, MA 02125",20,Ingleside Street,Boston,
6747,,"24 INGLESIDE ST, DORCHESTER, MA 02125","24 Ingleside Street, Boston, MA 02125",24,Ingleside Street,Boston,
6748,,"108 DACIA ST, ROXBURY, MA 02119","108 Dacia Street, Boston, MA 02119",108,Dacia Street,Boston,
6749,,"110 DACIA ST, DORCHESTER, MA 02125","110 Dacia Street, Boston, MA 02125",110,Dacia Street,Boston,
6750,,"10 ADRIAN ST, DORCHESTER, MA 02125","10 Adrian Street, Boston, MA 02125",10,Adrian Street,Boston,
6751,,"16 INGLESIDE ST, DORCHESTER, MA 02125","16 Ingleside Street, Boston, MA 02125",16,Ingleside Street,Boston,
6752,,"112 DACIA ST, DORCHESTER, MA 02125","112 Dacia Street, Boston, MA 02125",112,Dacia Street,Boston,
6753,,"120 DACIA ST, DORCHESTER, MA 02125","120 Dacia Street, Boston, MA 02125",120,Dacia Street,Boston,
6754,,"122 DACIA ST, DORCHESTER, MA 02125","122 Dacia Street, Boston, MA 02125",122,Dacia Street,Boston,
6755,,"19 DROMEY ST, DORCHESTER, MA 02125","19 Dromey Street, Boston, MA 02125",19,Dromey Street,Boston,
6756,,"42 BROOKFORD ST, DORCHESTER, MA 02125","42 Brookford Street, Boston, MA 02125",42,Brookford Street,Boston,
6757,,"44 BROOKFORD ST, DORCHESTER, MA 02125","44 Brookford Street, Boston, MA 02125",44,Brookford Street,Boston,
6758,,"46 BROOKFORD ST, DORCHESTER, MA 02125","46 Brookford Street, Boston, MA 02125",46,Brookford Street,Boston,
6759,,"77 HOWARD AV, DORCHESTER, MA 02125","77 Howard Avenue, Boston, MA 02125",77,Howard Avenue,Boston,
6760,,"82 JULIAN ST, DORCHESTER, MA 02125","82 Julian Street, Boston, MA 02125",82,Julian Street,Boston,
6761,,"59 JULIAN ST, DORCHESTER, MA 02125","59 Julian Street, Boston, MA 02125",59,Julian Street,Boston,
6762,,"51 JULIAN ST, DORCHESTER, MA 02125","51 Julian Street, Boston, MA 02125",51,Julian Street,Boston,
6763,,"85 HOWARD AV, DORCHESTER, MA 02125","85 Howard Avenue, Boston, MA 02125",85,Howard Avenue,Boston,
6764,,"8 HARTFORD ST, DORCHESTER, MA 02125","8 Hartford Street, Boston, MA 02125",8,Hartford Street,Boston,
6765,,"9 HARTFORD ST, DORCHESTER, MA 02125","9 Hartford Street, Boston, MA 02125",9,Hartford Street,Boston,
6766,,"15 HARTFORD ST, DORCHESTER, MA 02125","15 Hartford Street, Boston, MA 02125",15,Hartford Street,Boston,
6767,,"19 HARTFORD ST, DORCHESTER, MA 02125","19 Hartford Street, Boston, MA 02125",19,Hartford Street,Boston,
6768,,"25 ROBIN HOOD ST, DORCHESTER, MA 02125","25 Robin Hood Street, Boston, MA 02125",25,Robin Hood Street,Boston,
6769,,"75 ATHERTON ST, ROXBURY, MA 02119","75 Atherton Street, Boston, MA 02119",75,Atherton Street,Boston,
6770,,"61 ATHERTON ST, ROXBURY, MA 02119","61 Atherton Street, Boston, MA 02119",61,Atherton Street,Boston,
6771,,"59 ATHERTON ST, ROXBURY, MA 02119","59 Atherton Street, Boston, MA 02119",59,Atherton Street,Boston,
6772,,"45 ATHERTON ST, ROXBURY, MA 02119","45 Atherton Street, Boston, MA 02119",45,Atherton Street,Boston,
6773,,"41 ATHERTON ST, ROXBURY, MA 02119","41 Atherton Street, Boston, MA 02119",41,Atherton Street,Boston,
6774,,"16 COPLEY ST, ROXBURY, MA 02119","16 Copley Street, Boston, MA 02119",16,Copley Street,Boston,
6775,,"18 COPLEY ST, ROXBURY, MA 02119","18 Copley Street, Boston, MA 02119",18,Copley Street,Boston,
6776,,"20  22 COPLEY ST, ROXBURY, MA 02119","20  22 Copley Street, Boston, MA 02119",22,Copley Street,Boston,true
6777,,"25 ATHERTON ST, ROXBURY, MA 02119","25 Atherton Street, Boston, MA 02119",25,Atherton Street,Boston,
6778,,"2 ATHERTON PL, ROXBURY, MA 02119","2 Atherton Place, Boston, MA 02119",2,Atherton Place,Boston,
6779,,"6 ATHERTON PL, ROXBURY, MA 02119","6 Atherton Place, Boston, MA 02119",6,Atherton Place,Boston,
6780,,"34 W WALNUT PK, ROXBURY, MA 02119","34 West Walnut Park, Boston, MA 02119",34,West Walnut Park,Boston,
6781,,"17 ATHERTON ST, ROXBURY, MA 02119","17 Atherton Street, Boston, MA 02119",17,Atherton Street,Boston,
6782,,"15 ATHERTON ST, ROXBURY, MA 02119","15 Atherton Street, Boston, MA 02119",15,Atherton Street,Boston,
6783,,"13 ATHERTON ST, ROXBURY, MA 02119","13 Atherton Street, Boston, MA 02119",13,Atherton Street,Boston,
6784,,"11 ATHERTON ST, ROXBURY, MA 02119","11 Atherton Street, Boston, MA 02119",11,Atherton Street,Boston,
6785,,"7 ATHERTON ST, ROXBURY, MA 02119","7 Atherton Street, Boston, MA 02119",7,Atherton Street,Boston,
6786,,"22 W WALNUT PK, ROXBURY, MA 02119","22 West Walnut Park, Boston, MA 02119",22,West Walnut Park,Boston,
6787,,"38 W WALNUT PK, ROXBURY, MA 02119","38 West Walnut Park, Boston, MA 02119",38,West Walnut Park,Boston,
6788,,"40 W WALNUT PK, ROXBURY, MA 02119","40 West Walnut Park, Boston, MA 02119",40,West Walnut Park,Boston,
6789,,"50  52 W WALNUT PK, ROXBURY, MA 02119","50  52 West Walnut Park, Boston, MA 02119",52,West Walnut Park,Boston,true
6790,,"62  64 W WALNUT PK, ROXBURY, MA 02119","62  64 West Walnut Park, Boston, MA 02119",64,West Walnut Park,Boston,true
6791,,"82 W WALNUT PK, ROXBURY, MA 02119","82 West Walnut Park, Boston, MA 02119",82,West Walnut Park,Boston,
6792,,"71 W WALNUT PK, ROXBURY, MA 02119","71 West Walnut Park, Boston, MA 02119",71,West Walnut Park,Boston,
6793,,"51 W WALNUT PK, ROXBURY, MA 02119","51 West Walnut Park, Boston, MA 02119",51,West Walnut Park,Boston,
6794,,"47  49 W WALNUT PK, ROXBURY, MA 02119","47  49 West Walnut Park, Boston, MA 02119",49,West Walnut Park,Boston,true
6795,,"18 BANCROFT ST, ROXBURY, MA 02119","18 Bancroft Street, Boston, MA 02119",18,Bancroft Street,Boston,
6796,,"20 BANCROFT ST, ROXBURY, MA 02119","20 Bancroft Street, Boston, MA 02119",20,Bancroft Street,Boston,
6797,,"43 W WALNUT PK, ROXBURY, MA 02119","43 West Walnut Park, Boston, MA 02119",43,West Walnut Park,Boston,
6798,,"33 W WALNUT PK, ROXBURY, MA 02119","33 West Walnut Park, Boston, MA 02119",33,West Walnut Park,Boston,
6799,,"35 W WALNUT PK, ROXBURY, MA 02119","35 West Walnut Park, Boston, MA 02119",35,West Walnut Park,Boston,
6800,,"1922 COLUMBUS AV, ROXBURY, MA 02119","1922 Columbus Avenue, Boston, MA 02119",1922,Columbus Avenue,Boston,
6801,,"22 NOTRE DAME ST, ROXBURY, MA 02119","22 Notre Dame Street, Boston, MA 02119",22,Notre Dame Street,Boston,
6802,,"15 BRAGDON ST, ROXBURY, MA 02119","15 Bragdon Street, Boston, MA 02119",15,Bragdon Street,Boston,
6803,,"43 NOTRE DAME ST, ROXBURY, MA 02119","43 Notre Dame Street, Boston, MA 02119",43,Notre Dame Street,Boston,
6804,,"31 NOTRE DAME ST, ROXBURY, MA 02119","31 Notre Dame Street, Boston, MA 02119",31,Notre Dame Street,Boston,
6805,,"20 NOTRE DAME ST, ROXBURY, MA 02119","20 Notre Dame Street, Boston, MA 02119",20,Notre Dame Street,Boston,
6806,,"18 NOTRE DAME ST, ROXBURY, MA 02119","18 Notre Dame Street, Boston, MA 02119",18,Notre Dame Street,Boston,
6807,,"79 FORT AV, ROXBURY, MA 02119","79 Fort Avenue, Boston, MA 02119",79,Fort Avenue,Boston,
6808,,"1 BEECH GLEN ST, ROXBURY, MA 02119","1 Beech Glen Street, Boston, MA 02119",1,Beech Glen Street,Boston,
6809,,"57 FORT AV, ROXBURY, MA 02119","57 Fort Avenue, Boston, MA 02119",57,Fort Avenue,Boston,
6810,,"17  19 BEECH GLEN ST, ROXBURY, MA 02119","17  19 Beech Glen Street, Boston, MA 02119",19,Beech Glen Street,Boston,true
6811,,"51 FORT AV, ROXBURY, MA 02119","51 Fort Avenue, Boston, MA 02119",51,Fort Avenue,Boston,
6812,,"47 FORT AV, ROXBURY, MA 02119","47 Fort Avenue, Boston, MA 02119",47,Fort Avenue,Boston,
6813,,"45 FORT AV, ROXBURY, MA 02119","45 Fort Avenue, Boston, MA 02119",45,Fort Avenue,Boston,
6814,,"39 FORT AV, ROXBURY, MA 02119","39 Fort Avenue, Boston, MA 02119",39,Fort Avenue,Boston,
6815,,"37 FORT AV, ROXBURY, MA 02119","37 Fort Avenue, Boston, MA 02119",37,Fort Avenue,Boston,
6816,,"29 FORT AV, ROXBURY, MA 02119","29 Fort Avenue, Boston, MA 02119",29,Fort Avenue,Boston,
6817,,"6 FORT AV, ROXBURY, MA 02119","6 Fort Avenue, Boston, MA 02119",6,Fort Avenue,Boston,
6818,,"164  166 HIGHLAND ST, ROXBURY, MA 02119","164  166 Highland Street, Boston, MA 02119",166,Highland Street,Boston,true
6819,,"66 BEECH GLEN ST, ROXBURY, MA 02119","66 Beech Glen Street, Boston, MA 02119",66,Beech Glen Street,Boston,
6820,,"64 BEECH GLEN ST, ROXBURY, MA 02119","64 Beech Glen Street, Boston, MA 02119",64,Beech Glen Street,Boston,
6821,,"59 BEECH GLEN ST, ROXBURY, MA 02119","59 Beech Glen Street, Boston, MA 02119",59,Beech Glen Street,Boston,
6822,,"185 HIGHLAND ST, ROXBURY, MA 02119","185 Highland Street, Boston, MA 02119",185,Highland Street,Boston,
6823,,"6 THWING ST, ROXBURY, MA 02119","6 Thwing Street, Boston, MA 02119",6,Thwing Street,Boston,
6824,,"18 THWING ST, ROXBURY, MA 02119","18 Thwing Street, Boston, MA 02119",18,Thwing Street,Boston,
6825,,"2 THWING ST, ROXBURY, MA 02119","2 Thwing Street, Boston, MA 02119",2,Thwing Street,Boston,
6826,,"29 HAWTHORNE ST, ROXBURY, MA 02119","29 Hawthorne Street, Boston, MA 02119",29,Hawthorne Street,Boston,
6827,,"12 HAWTHORNE ST, ROXBURY, MA 02119","12 Hawthorne Street, Boston, MA 02119",12,Hawthorne Street,Boston,
6828,,"16 CEDAR ST, ROXBURY, MA 02119","16 Cedar Street, Boston, MA 02119",16,Cedar Street,Boston,
6829,,"2679 WASHINGTON ST, ROXBURY, MA 02119","2679 Washington Street, Boston, MA 02119",2679,Washington Street,Boston,
6830,,"76 THORNTON ST, ROXBURY, MA 02119","76 Thornton Street, Boston, MA 02119",76,Thornton Street,Boston,
6831,,"75 THORNTON ST, ROXBURY, MA 02119","75 Thornton Street, Boston, MA 02119",75,Thornton Street,Boston,
6832,Error: Could not geocode home,"82 R84 THORNTON ST, ROXBURY, MA 02119",,,,,
6833,,"20  22 OAKLAND ST, ROXBURY, MA 02119","20  22 Oakland Street, Boston, MA 02119",22,Oakland Street,Boston,true
6834,,"9 ELLIS ST, ROXBURY, MA 02119","9 Ellis Street, Boston, MA 02119",9,Ellis Street,Boston,
6835,,"11 ELLIS ST, ROXBURY, MA 02119","11 Ellis Street, Boston, MA 02119",11,Ellis Street,Boston,
6836,,"140  142 THORNTON ST, ROXBURY, MA 02119","140  142 Thornton Street, Boston, MA 02119",142,Thornton Street,Boston,true
6837,,"2809  2811 WASHINGTON ST, ROXBURY, MA 02119","2809  2811 Washington Street, Boston, MA 02119",2811,Washington Street,Boston,true
6838,,"2815 WASHINGTON ST, ROXBURY, MA 02119","2815 Washington Street, Boston, MA 02119",2815,Washington Street,Boston,
6839,,"11 VALENTINE ST, ROXBURY, MA 02119","11 Valentine Street, Boston, MA 02119",11,Valentine Street,Boston,
6840,,"1 THORNTON PL, ROXBURY, MA 02119","1 Thornton Place, Boston, MA 02119",1,Thornton Place,Boston,
6841,,"5 THORNTON PL, ROXBURY, MA 02119","5 Thornton Place, Boston, MA 02119",5,Thornton Place,Boston,
6842,Error: Could not geocode home,"182 R182 THORNTON ST, ROXBURY, MA 02119",,,,,
6843,,"5 MARCELLA ST, ROXBURY, MA 02119","5 Marcella Street, Boston, MA 02119",5,Marcella Street,Boston,
6844,,"1 THORNTON TE, ROXBURY, MA 02119","1 Thornton Terrace, Boston, MA 02119",1,Thornton Terrace,Boston,
6845,,"16 MARCELLA ST, ROXBURY, MA 02119","16 Marcella Street, Boston, MA 02119",16,Marcella Street,Boston,
6846,,"15 MARCELLA ST, ROXBURY, MA 02119","15 Marcella Street, Boston, MA 02119",15,Marcella Street,Boston,
6847,,"17 MARCELLA ST, ROXBURY, MA 02119","17 Marcella Street, Boston, MA 02119",17,Marcella Street,Boston,
6848,,"24 MARCELLA ST, ROXBURY, MA 02119","24 Marcella Street, Boston, MA 02119",24,Marcella Street,Boston,
6849,,"21 MARCELLA ST, ROXBURY, MA 02119","21 Marcella Street, Boston, MA 02119",21,Marcella Street,Boston,
6850,,"25 MARCELLA ST, ROXBURY, MA 02119","25 Marcella Street, Boston, MA 02119",25,Marcella Street,Boston,
6851,,"30 MARCELLA ST, ROXBURY, MA 02119","30 Marcella Street, Boston, MA 02119",30,Marcella Street,Boston,
6852,,"32 MARCELLA ST, ROXBURY, MA 02119","32 Marcella Street, Boston, MA 02119",32,Marcella Street,Boston,
6853,,"51 MARCELLA ST, ROXBURY, MA 02119","51 Marcella Street, Boston, MA 02119",51,Marcella Street,Boston,
6854,,"48 VALE ST, ROXBURY, MA 02119","48 Vale Street, Boston, MA 02119",48,Vale Street,Boston,
6855,,"38 VALE ST, ROXBURY, MA 02119","38 Vale Street, Boston, MA 02119",38,Vale Street,Boston,
6856,,"40 VALE ST, ROXBURY, MA 02119","40 Vale Street, Boston, MA 02119",40,Vale Street,Boston,
6857,,"55 MARCELLA ST, ROXBURY, MA 02119","55 Marcella Street, Boston, MA 02119",55,Marcella Street,Boston,
6858,,"59 MARCELLA ST, ROXBURY, MA 02119","59 Marcella Street, Boston, MA 02119",59,Marcella Street,Boston,
6859,,"235 HIGHLAND ST, ROXBURY, MA 02119","235 Highland Street, Boston, MA 02119",235,Highland Street,Boston,
6860,,"124 MARCELLA ST, ROXBURY, MA 02119","124 Marcella Street, Boston, MA 02119",124,Marcella Street,Boston,
6861,,"126 MARCELLA ST, ROXBURY, MA 02119","126 Marcella Street, Boston, MA 02119",126,Marcella Street,Boston,
6862,,"45 PLAIN ST, DORCHESTER, MA 02122","45 Plain Street, Boston, MA 02122",45,Plain Street,Boston,
6863,,"41 PLAIN ST, DORCHESTER, MA 02122","41 Plain Street, Boston, MA 02122",41,Plain Street,Boston,
6864,,"110 OAKTON AV, DORCHESTER, MA 02122","110 Oakton Avenue, Boston, MA 02122",110,Oakton Avenue,Boston,
6865,,"37 PLAIN ST, DORCHESTER, MA 02122","37 Plain Street, Boston, MA 02122",37,Plain Street,Boston,
6866,,"35 PLAIN ST, DORCHESTER, MA 02122","35 Plain Street, Boston, MA 02122",35,Plain Street,Boston,
6867,,"96 OAKTON AV, DORCHESTER, MA 02122","96 Oakton Avenue, Boston, MA 02122",96,Oakton Avenue,Boston,
6868,,"86  88 OAKTON AV, DORCHESTER, MA 02122","86  88 Oakton Avenue, Boston, MA 02122",88,Oakton Avenue,Boston,true
6869,,"86 A OAKTON AV, DORCHESTER, MA 02122","86 A Oakton Avenue, Boston, MA 02122",86A,Oakton Avenue,Boston,true
6870,,"87 OAKTON AV, DORCHESTER, MA 02122","87 Oakton Avenue, Boston, MA 02122",87,Oakton Avenue,Boston,
6871,,"85 OAKTON AV, DORCHESTER, MA 02122","85 Oakton Avenue, Boston, MA 02122",85,Oakton Avenue,Boston,
6872,,"89 OAKTON AV, DORCHESTER, MA 02122","89 Oakton Avenue, Boston, MA 02122",89,Oakton Avenue,Boston,
6873,,"28  30 ROSARIA ST, DORCHESTER, MA 02122","28  30 Rosaria Street, Boston, MA 02122",30,Rosaria Street,Boston,true
6874,,"23  25 ROSARIA ST, DORCHESTER, MA 02122","23  25 Rosaria Street, Boston, MA 02122",25,Rosaria Street,Boston,true
6875,,"20  22 ROSARIA ST, DORCHESTER, MA 02122","20  22 Rosaria Street, Boston, MA 02122",22,Rosaria Street,Boston,true
6876,,"12  14 ROSARIA ST, DORCHESTER, MA 02122","12  14 Rosaria Street, Boston, MA 02122",14,Rosaria Street,Boston,true
6877,,"8  10 ROSARIA ST, DORCHESTER, MA 02122","8  10 Rosaria Street, Boston, MA 02122",10,Rosaria Street,Boston,true
6878,,"100 OAKTON AV, DORCHESTER, MA 02122","100 Oakton Avenue, Boston, MA 02122",100,Oakton Avenue,Boston,
6879,,"22 PLAIN ST, DORCHESTER, MA 02122","22 Plain Street, Boston, MA 02122",22,Plain Street,Boston,
6880,,"19 PLAIN ST, DORCHESTER, MA 02122","19 Plain Street, Boston, MA 02122",19,Plain Street,Boston,
6881,,"15 PLAIN ST, DORCHESTER, MA 02122","15 Plain Street, Boston, MA 02122",15,Plain Street,Boston,
6882,,"11 PLAIN ST, DORCHESTER, MA 02122","11 Plain Street, Boston, MA 02122",11,Plain Street,Boston,
6883,,"8  6 PLAIN ST, DORCHESTER, MA 02122","8  6 Plain Street, Boston, MA 02122",6,Plain Street,Boston,true
6884,,"50 CHICKATAWBUT ST, DORCHESTER, MA 02122","50 Chickatawbut Street, Boston, MA 02122",50,Chickatawbut Street,Boston,
6885,,"56 CHICKATAWBUT ST, DORCHESTER, MA 02122","56 Chickatawbut Street, Boston, MA 02122",56,Chickatawbut Street,Boston,
6886,,"72 CHICKATAWBUT ST, DORCHESTER, MA 02122","72 Chickatawbut Street, Boston, MA 02122",72,Chickatawbut Street,Boston,
6887,,"67 CHICKATAWBUT ST, DORCHESTER, MA 02122","67 Chickatawbut Street, Boston, MA 02122",67,Chickatawbut Street,Boston,
6888,,"76 CHICKATAWBUT ST, DORCHESTER, MA 02122","76 Chickatawbut Street, Boston, MA 02122",76,Chickatawbut Street,Boston,
6889,,"77 CHICKATAWBUT ST, DORCHESTER, MA 02122","77 Chickatawbut Street, Boston, MA 02122",77,Chickatawbut Street,Boston,
6890,,"79 CHICKATAWBUT ST, DORCHESTER, MA 02122","79 Chickatawbut Street, Boston, MA 02122",79,Chickatawbut Street,Boston,
6891,,"40 GLIDE ST, DORCHESTER, MA 02122","40 Glide Street, Boston, MA 02122",40,Glide Street,Boston,
6892,,"46 GLIDE ST, DORCHESTER, MA 02122","46 Glide Street, Boston, MA 02122",46,Glide Street,Boston,
6893,,"38 GLIDE ST, DORCHESTER, MA 02122","38 Glide Street, Boston, MA 02122",38,Glide Street,Boston,
6894,,"34 GLIDE ST, DORCHESTER, MA 02122","34 Glide Street, Boston, MA 02122",34,Glide Street,Boston,
6895,,"18 GLIDE ST, DORCHESTER, MA 02122","18 Glide Street, Boston, MA 02122",18,Glide Street,Boston,
6896,,"14 GLIDE ST, DORCHESTER, MA 02122","14 Glide Street, Boston, MA 02122",14,Glide Street,Boston,
6897,,"59 OAKTON AV, DORCHESTER, MA 02122","59 Oakton Avenue, Boston, MA 02122",59,Oakton Avenue,Boston,
6898,,"67 OAKTON AV, DORCHESTER, MA 02122","67 Oakton Avenue, Boston, MA 02122",67,Oakton Avenue,Boston,
6899,,"73 OAKTON AV, DORCHESTER, MA 02122","73 Oakton Avenue, Boston, MA 02122",73,Oakton Avenue,Boston,
6900,,"77  79 OAKTON AV, DORCHESTER, MA 02122","77  79 Oakton Avenue, Boston, MA 02122",79,Oakton Avenue,Boston,true
6901,,"27 FLAVIA ST, DORCHESTER, MA 02122","27 Flavia Street, Boston, MA 02122",27,Flavia Street,Boston,
6902,,"23  25 FLAVIA ST, DORCHESTER, MA 02122","23  25 Flavia Street, Boston, MA 02122",25,Flavia Street,Boston,true
6903,,"19  21 FLAVIA ST, DORCHESTER, MA 02122","19  21 Flavia Street, Boston, MA 02122",21,Flavia Street,Boston,true
6904,,"20 FLAVIA ST, DORCHESTER, MA 02122","20 Flavia Street, Boston, MA 02122",20,Flavia Street,Boston,
6905,,"16 FLAVIA ST, DORCHESTER, MA 02122","16 Flavia Street, Boston, MA 02122",16,Flavia Street,Boston,
6906,,"11 FLAVIA ST, DORCHESTER, MA 02122","11 Flavia Street, Boston, MA 02122",11,Flavia Street,Boston,
6907,,"9 FLAVIA ST, DORCHESTER, MA 02122","9 Flavia Street, Boston, MA 02122",9,Flavia Street,Boston,
6908,,"8 FLAVIA ST, DORCHESTER, MA 02122","8 Flavia Street, Boston, MA 02122",8,Flavia Street,Boston,
6909,,"75 CHICKATAWBUT ST, DORCHESTER, MA 02122","75 Chickatawbut Street, Boston, MA 02122",75,Chickatawbut Street,Boston,
6910,,"71 CHICKATAWBUT ST, DORCHESTER, MA 02122","71 Chickatawbut Street, Boston, MA 02122",71,Chickatawbut Street,Boston,
